ID,LOCATION,FINAL_LON,FINAL_LAT
874,AB-10-013,-76.15669029,-0.6329849
876,AB-10-014,-76.15864553,-0.6337737
877,AB-10-015,-76.15538254,-0.6325654
878,AB-10-016,-76.14678891,-0.6325011
879,AB-10-017,-76.14616622,-0.6324345
880,AB-10-018,-76.13971232,-0.6350603
881,AB-10-021,-76.15325731,-0.6339111
882,AB-10-023,-76.14831903,-0.6357204
883,AB-10-025,-76.15188603,-0.6371961
884,AB-10-026,-76.15258701,-0.6356366
885,AB-10-027,-76.152743,-0.636467
886,AB-10-030,-76.16316732,-0.6274066
887,AB-10-031,-76.16359673,-0.6274909
888,AB-10-032,-76.16355632,-0.6272749
889,AB-10-033,-76.15630698,-0.6343012
890,AB-10-034,-76.15131405,-0.6316415
891,AB-10-035,-76.15098557,-0.6317266
892,AB-10-036,-76.14784445,-0.6335063
893,AB-10-038,-76.15598462,-0.6335731
894,AB-10-039,-76.15019247,-0.6338647
895,AB-10-040,-76.14881356,-0.6349517
897,AB-10-041,-76.14893946,-0.6351441
900,AB-10-043,-76.14854794,-0.6331429
901,AB-10-044,-76.16000919,-0.6293413
902,AB-10-045,-76.15067032,-0.6327695
903,AB-10-046,-76.15371186,-0.6335198
904,AB-10-047,-76.14601702,-0.6294954
905,AB-10-049,-76.14792332,-0.627832
906,AB-10-050,-76.14519945,-0.6296143
907,AB-10-053,-76.15056303,-0.635127
908,AB-10-056,-76.14627318,-0.6318585
909,AB-10-057,-76.14569793,-0.6313257
910,AB-10-058,-76.14678992,-0.6312489
912,AB-10-059,-76.1457478,-0.6311887
913,AB-10-060,-76.1638429,-0.6313897
916,AB-10-063,-76.15539042,-0.6330634
917,AB-10-064,-76.15531364,-0.6330273
918,AB-10-065,-76.15911266,-0.6337275
921,AB-10-071,-76.14793589,-0.6284307
922,AB-10-072,-76.14721756,-0.6276372
924,AB-10-073,-76.1668199,-0.6298207
927,AB-10-074,-76.14769642,-0.6374939
930,AB-10-075,-76.15467972,-0.6327731
931,AB-10-077,-76.1596082,-0.6360719
934,AB-10-078,-76.15129536,-0.6369428
938,AB-10-079,-76.15652634,-0.628408
945,AB-10-080,-76.15118606,-0.6323079
946,AB-10-081,-76.15659717,-0.6270614
948,AB-10-082,-76.15274719,-0.6354715
949,AB-10-084,-76.15222651,-0.6351593
950,AB-10-086,-76.16762373,-0.6305033
951,AB-10-089,-76.16274286,-0.6259773
952,AB-10-091,-76.16452293,-0.6311846
953,AB-10-093,-76.1657891,-0.6319573
954,AB-10-094,-76.16860449,-0.627569
955,AB-10-095,-76.16811365,-0.6281765
956,AB-10-097,-76.16375959,-0.6303304
957,AB-10-098,-76.16618606,-0.6374783
958,AB-10-099,-76.16330587,-0.6319107
959,AB-10-100,-76.1642392,-0.6337208
960,AB-10-112,-76.14850947,-0.6382974
961,AB-10-113,-76.16650784,-0.6303852
964,AB-10-114,-76.165802,-0.6302729
967,AB-10-115,-76.15594556,-0.6332536
970,AB-10-116,-76.155677,-0.6288314
973,AB-10-117,-76.15545203,-0.6273251
976,AB-10-118,-76.15480042,-0.6279957
979,AB-10-119,-76.15553987,-0.633303
982,AB-10-120,-76.14863754,-0.6340419
985,AB-10-121,-76.16436576,-0.632592
988,AB-10-122,-76.16450977,-0.6308489
991,AB-10-123,-76.16346337,-0.6304939
994,AB-10-124,-76.16439686,-0.6314193
997,AB-10-125,-76.1620112,-0.632132
1000,AB-10-126,-76.16325608,-0.631474
1003,AB-10-127,-76.1475696,-0.6318273
1006,AB-10-128,-76.14755116,-0.6319445
1009,AB-10-129,-76.14694809,-0.6328819
1012,AB-10-130,-76.14628038,-0.633529
1015,AB-10-131,-76.14659194,-0.6354476
1018,AB-10-132,-76.14690844,-0.6371316
1021,AB-10-133,-76.14824259,-0.6371495
1024,AB-10-134,-76.14851508,-0.6352604
1027,AB-10-135,-76.1500566,-0.6351128
1035,AB-10-136,-76.15053856,-0.6351735
1039,AB-10-137,-76.15652005,-0.6352543
1042,AB-10-138,-76.15839458,-0.6348134
1047,AB-10-139,-76.15579996,-0.6359233
1050,AB-10-140,-76.15539956,-0.6381904
1051,AB-10-141,-76.15480377,-0.6333216
1057,AB-10-142,-76.15326938,-0.633259
1060,AB-10-143,-76.15585101,-0.6285198
1063,AB-10-144,-76.14870393,-0.6360169
1066,AB-10-146,-76.14815734,-0.6380977
1069,AB-10-148,-76.14848063,-0.6363419
1072,AB-10-149,-76.1559101,-0.6287302
1075,AB-10-151,-76.16455494,-0.6304679
1076,AB-10-152,-76.15445375,-0.6335761
1086,AB-10-153,-76.15435819,-0.6335084
1089,AB-10-154,-76.15638385,-0.6317841
1092,AB-10-155,-76.16059491,-0.630123
1095,AB-10-156,-76.15574422,-0.6317018
1096,AB-10-157,-76.15585444,-0.6301727
1099,AB-10-158,-76.14791527,-0.6346408
1102,AB-10-159,-76.14841978,-0.6307869
1106,AB-10-160,-76.15534038,-0.6340431
1109,AB-11-003,-76.14837167,-0.6352168
1110,AB-11-004,-76.1542903,-0.6330993
1111,AB-11-005,-76.15866381,-0.6343935
1112,AB-11-006,-76.15873044,-0.6342291
1116,AB-11-015,-76.16093681,-0.6320554
1119,AB-11-019,-76.15417932,-0.6330502
1122,AB-11-020,-76.14726216,-0.6373002
1125,AB-11-021,-76.14645498,-0.6371019
1128,AB-11-022,-76.14967656,-0.6379149
1131,AB-11-023,-76.14996079,-0.6374401
1134,AB-11-024,-76.15788605,-0.6292777
1137,AB-11-026,-76.16012041,-0.6334183
1140,AB-11-030,-76.16103245,-0.6319834
1143,AB-11-031,-76.15789544,-0.6319517
1146,AB-11-033,-76.16448227,-0.6367739
1149,AB-11-034,-76.16421271,-0.6378758
1152,AB-11-036,-76.15892356,-0.6273749
1155,AB-11-037,-76.1571269,-0.6287113
1158,AB-11-038,-76.15621428,-0.6338839
1161,AB-11-039,-76.15616198,-0.6300768
1164,AB-11-040,-76.15712891,-0.6328479
1167,AB-11-041,-76.15789318,-0.6318845
1170,AB-11-042,-76.15945808,-0.6306885
1173,AB-11-043,-76.15823809,-0.6290738
1176,AB-11-044,-76.1629514,-0.6328903
1179,AB-11-045,-76.16279734,-0.6334636
1180,AB-11-046,-76.16266172,-0.6334531
1185,AB-11-047,-76.16417172,-0.6341319
1188,AB-11-048,-76.16437004,-0.633928
1191,AB-11-049,-76.15229825,-0.6344574
1194,AB-11-050,-76.15265415,-0.6336889
1197,AB-11-051,-76.14828031,-0.6317546
1200,AB-11-052,-76.15178126,-0.6316037
1201,AB-11-053,-76.15190657,-0.6310075
1206,AB-11-054,-76.15800105,-0.6279766
1207,AB-11-055,-76.15592267,-0.6330054
1208,AB-11-056,-76.15587456,-0.6328521
1209,AB-11-057,-76.15573282,-0.6308504
1210,AB-11-058,-76.15657738,-0.6308236
1211,AB-11-059,-76.1551771,-0.6341588
1214,AB-11-060,-76.1554299,-0.6318187
1218,AB-11-061,-76.1597361,-0.6297749
1222,AB-11-062,-76.14730289,-0.6364406
1223,AB-11-063,-76.16617877,-0.6271963
1224,AB-11-064,-76.16250825,-0.6390364
1225,AB-11-065,-76.16205697,-0.6384649
1229,AB-11-066,-76.16130134,-0.6382854
1230,AB-11-067,-76.16100663,-0.6373442
1233,AB-11-069,-76.15914535,-0.632862
1236,AB-11-070,-76.15934182,-0.6329087
1239,AB-11-071,-76.16119875,-0.6307051
1242,AB-11-072,-76.16130721,-0.6290893
1245,AB-11-073,-76.16078108,-0.6289088
1248,AB-11-074,-76.16075015,-0.6288419
1251,AB-11-075,-76.16039492,-0.6286179
1254,AB-11-076,-76.15983945,-0.6290994
1257,AB-11-077,-76.16392764,-0.6352271
1258,AB-11-078,-76.16666718,-0.6306921
1263,AB-11-079,-76.16751233,-0.6310224
1266,AB-11-080,-76.16750219,-0.631505
1269,AB-11-081,-76.1624997,-0.6335277
1272,AB-11-082,-76.16183158,-0.6333277
1275,AB-11-083,-76.15920587,-0.6342674
1278,AB-11-084,-76.15884016,-0.6300464
1281,AB-11-085,-76.1584789,-0.6317047
1284,AB-11-086,-76.15850313,-0.6377669
1287,AB-11-087,-76.16338785,-0.6344506
1290,AB-11-088,-76.15975253,-0.6345024
1293,AB-11-089,-76.16014053,-0.6338289
1296,AB-11-090,-76.15512664,-0.636289
1299,AB-11-091,-76.16057446,-0.6337397
1302,AB-11-092,-76.16389135,-0.630957
1305,AB-11-093,-76.16480338,-0.6301688
1308,AB-11-094,-76.1596227,-0.6320808
1311,AB-11-095,-76.15855291,-0.6320497
1314,AB-11-096,-76.15748313,-0.6266173
1317,AB-11-097,-76.15681174,-0.6270166
1318,AB-11-098,-76.15630019,-0.6341039
1319,AB-11-099,-76.15654361,-0.6338534
1320,AB-11-100,-76.14911363,-0.6355137
1321,AB-11-101,-76.14979047,-0.6356807
1322,AB-11-105,-76.15594706,-0.6335913
1323,AB-11-107,-76.15565982,-0.6337802
1324,AB-11-108,-76.15523041,-0.6320091
1327,AB-11-109,-76.1568907,-0.6332208
1328,AB-11-110,-76.15629357,-0.6336504
1329,AB-11-111,-76.15458014,-0.6346407
1331,AB-11-112,-76.14539525,-0.6368771
1332,AB-11-113,-76.15714274,-0.6360667
1333,AB-11-114,-76.1565939,-0.6288685
1334,AB-11-115,-76.15651259,-0.6346884
1335,AB-11-116,-76.14722016,-0.6368111
1336,AB-11-117,-76.15131849,-0.6347617
1337,AB-11-118,-76.16383385,-0.6319807
1338,AB-11-119,-76.16451312,-0.6304989
1339,AB-11-120,-76.16538542,-0.6302683
1340,AB-11-121,-76.15775437,-0.6382622
1341,AB-11-122,-76.15510108,-0.6358943
1342,AB-11-123,-76.16090605,-0.6285687
1343,AB-11-124,-76.16134501,-0.6291195
1344,AB-11-125,-76.16054253,-0.6297699
1345,AB-11-126,-76.15819626,-0.6324225
1346,AB-11-127,-76.15095539,-0.6358974
1347,AB-11-128,-76.14895614,-0.637725
1348,AB-11-129,-76.15623415,-0.6371972
1349,AB-11-130,-76.1563297,-0.6371088
1350,AB-11-131,-76.15645484,-0.6285453
1351,AB-11-132,-76.15582167,-0.6359085
1356,AB-11-133,-76.1483508,-0.638747
1357,AB-11-134,-76.14908866,-0.6398848
1358,AB-11-135,-76.14845976,-0.6364643
1359,AB-11-136,-76.14842992,-0.6386823
1360,AB-11-137,-76.14423151,-0.6402696
1361,AB-11-138,-76.14437199,-0.6404046
