ID,LOCATION,FINAL_LON,FINAL_LAT
1362,AB-11-139,-76.15237528,-0.6344681
1363,AB-11-140,-76.15265742,-0.6338295
1364,AB-11-141,-76.14887224,-0.6373476
1365,AB-11-142,-76.16547201,-0.6291234
1366,AB-11-143,-76.16482283,-0.629691
1367,AB-11-144,-76.1543654,-0.6332136
1368,AB-11-145,-76.15682222,-0.6330548
1369,AB-11-146,-76.15710536,-0.6342213
1370,AB-11-147,-76.15795621,-0.6346708
1371,AB-11-148,-76.15786736,-0.6334404
1372,AB-11-149,-76.15548061,-0.6332072
1374,AB-11-150,-76.15868183,-0.6311461
1375,AB-11-151,-76.15620975,-0.6331094
1376,AB-11-152,-76.14674281,-0.6367618
1378,AB-11-153,-76.16541795,-0.6325526
1379,AB-11-154,-76.166722,-0.6269471
1380,AB-11-155,-76.16702694,-0.6267165
1381,AB-11-156,-76.16737797,-0.6272736
1384,AB-11-157,-76.16804693,-0.6275575
1387,AB-11-158,-76.1485497,-0.6326221
1390,AB-11-159,-76.14695773,-0.6368672
1393,AB-11-160,-76.14688422,-0.6371726
1396,AB-11-161,-76.16327218,-0.6354827
1399,AB-11-162,-76.16355012,-0.6353229
1402,AB-11-163,-76.16047597,-0.6375528
1405,AB-11-164,-76.16119749,-0.6373546
1408,AB-11-165,-76.16114812,-0.6376556
1411,AB-11-166,-76.15929279,-0.6378628
1414,AB-11-167,-76.1431914,-0.6318254
1415,AB-11-168,-76.14311806,-0.6303608
1421,AB-11-169,-76.160538,-0.6299372
1424,AB-11-170,-76.15990165,-0.6304512
1427,AB-11-171,-76.15931575,-0.6307829
1430,AB-11-172,-76.15945665,-0.6307593
1433,AB-11-173,-76.15910327,-0.6307534
1436,AB-11-174,-76.15957308,-0.6308354
1439,AB-11-175,-76.16014313,-0.6306934
1440,AB-11-176,-76.16009426,-0.630779
1445,AB-11-177,-76.1683237,-0.6317345
1448,AB-11-178,-76.14728705,-0.6371393
1451,AB-11-179,-76.14819246,-0.6357705
1454,AB-11-180,-76.14904583,-0.6349137
1457,AB-11-181,-76.14863142,-0.6360891
1460,AB-11-182,-76.14895245,-0.6359363
1463,AB-11-183,-76.14983423,-0.6360027
1466,AB-11-184,-76.15617304,-0.62789
1469,AB-11-185,-76.15623088,-0.6277019
1472,AB-11-186,-76.15667202,-0.6286384
1475,AB-11-187,-76.15860731,-0.6281387
1478,AB-11-188,-76.1578977,-0.6304064
1481,AB-11-189,-76.15830347,-0.6305511
1484,AB-11-190,-76.16103991,-0.6312678
1487,AB-11-191,-76.16158708,-0.6310879
1490,AB-11-192,-76.16192152,-0.6301995
1493,AB-11-193,-76.16105148,-0.6282796
1496,AB-11-194,-76.1610762,-0.6284034
1499,AB-11-195,-76.16603301,-0.6271764
1502,AB-11-196,-76.16584081,-0.6272877
1505,AB-11-197,-76.16391985,-0.6377155
1508,AB-11-198,-76.16050799,-0.6370821
1511,AB-11-199,-76.16404088,-0.6357288
1514,AB-11-200,-76.15642928,-0.6274764
1515,AB-11-201,-76.15812586,-0.6318398
1522,AB-11-202,-76.16212185,-0.6321823
1525,AB-11-203,-76.16342087,-0.6321536
1528,AB-11-204,-76.15676279,-0.6324059
1531,AB-11-205,-76.15812334,-0.6377597
1534,AB-11-206,-76.16041671,-0.6369883
1537,AB-11-207,-76.16064546,-0.6375449
1540,AB-11-208,-76.15541004,-0.6314255
1543,AB-11-209,-76.16154861,-0.6326382
1546,AB-11-210,-76.16450105,-0.6292187
1549,AB-11-211,-76.1642102,-0.6291597
1552,AB-11-212,-76.16389487,-0.6302406
1555,AB-11-213,-76.16513707,-0.6300697
1558,AB-11-214,-76.15510385,-0.6322004
1569,AB-11-215,-76.15565655,-0.6303423
1572,AB-11-216,-76.15180498,-0.6342463
1575,AB-11-217,-76.14990505,-0.6353316
1578,AB-11-218,-76.14834493,-0.6350638
1581,AB-11-219,-76.15731809,-0.6325367
1584,AB-11-220,-76.15555446,-0.6317921
1587,AB-11-221,-76.15124532,-0.6336972
1590,AB-11-222,-76.14771545,-0.6316678
1593,AB-11-223,-76.14774579,-0.6328935
1596,AB-11-224,-76.15550282,-0.6327485
1599,AB-11-225,-76.15668618,-0.6326349
1602,AB-11-226,-76.15510309,-0.6338294
1605,AB-11-227,-76.15597674,-0.6368609
1608,AB-11-228,-76.15574464,-0.6367211
1611,AB-11-229,-76.15578446,-0.6340506
1614,AB-11-230,-76.16260573,-0.6364415
1617,AB-11-231,-76.16260632,-0.6362295
1620,AB-11-232,-76.1627214,-0.63723
1623,AB-11-233,-76.16377777,-0.6375135
1625,AB-11-235,-76.15489019,-0.6345945
1628,AB-11-236,-76.15545312,-0.6325915
1631,AB-11-237,-76.16268268,-0.6263037
1634,AB-11-238,-76.15926462,-0.6260435
1637,AB-11-239,-76.15869331,-0.6302491
1640,AB-11-240,-76.15935163,-0.6284282
1643,AB-11-241,-76.16073741,-0.6307573
1645,AB-11-243,-76.14115644,-0.6348501
1654,AB-11-244,-76.1666811,-0.6305113
1657,AB-11-245,-76.16170786,-0.6320522
1658,AB-11-246,-76.14723349,-0.6379389
1659,AB-11-247,-76.14635917,-0.6422107
1660,AB-11-248,-76.14846379,-0.6411319
1661,AB-11-249,-76.14711204,-0.6372075
1664,AB-11-250,-76.14755427,-0.6374272
1669,AB-11-251,-76.14589222,-0.6382342
1671,AB-11-252,-76.14732703,-0.6373833
1672,AB-11-253,-76.16583553,-0.628447
1673,AB-11-254,-76.16585146,-0.6347804
1674,AB-11-255,-76.14341143,-0.6297932
1675,AB-11-256,-76.14329123,-0.6305444
1676,AB-11-257,-76.15954366,-0.6277589
1677,AB-11-258,-76.14496811,-0.6396264
1678,AB-11-259,-76.14760933,-0.6365678
1679,AB-11-260,-76.15530141,-0.6341415
1682,AB-11-261,-76.15550199,-0.6357379
1683,AB-11-262,-76.15495364,-0.6388551
1684,AB-11-263,-76.15565848,-0.6344638
1685,AB-11-264,-76.15926546,-0.6313545
1686,AB-11-265,-76.14592331,-0.6385124
1687,AB-11-266,-76.15515187,-0.6391066
1688,AB-12-001,-76.15974038,-0.6267074
1689,AB-12-002,-76.15826047,-0.6289359
1690,AB-12-003,-76.15475114,-0.633232
1691,AB-12-004,-76.15571707,-0.6339099
1692,AB-12-005,-76.15349913,-0.6327763
1693,AB-12-006,-76.15494266,-0.633524
1694,AB-12-007,-76.1567964,-0.6292389
1695,AB-12-008,-76.15952739,-0.6286482
1696,AB-12-009,-76.16045049,-0.6310081
1697,AB-12-010,-76.15456087,-0.634475
1699,AB-12-011,-76.15529587,-0.6322232
1700,AB-12-012,-76.15611671,-0.6303949
1701,AB-12-013,-76.15609249,-0.630615
1702,AB-12-014,-76.16077756,-0.6260014
1703,AB-12-015,-76.16094888,-0.6306063
1704,AB-12-016,-76.16541912,-0.629757
1705,AB-12-017,-76.15541699,-0.6369008
1706,AB-12-018,-76.15525908,-0.6386618
1707,AB-12-019,-76.15644755,-0.6344125
1708,AB-12-020,-76.15338866,-0.6356905
1709,AB-12-021,-76.15247268,-0.6351898
1710,AB-12-022,-76.15869977,-0.631787
1711,AB-12-023,-76.16011815,-0.6308336
1712,AB-12-024,-76.15550609,-0.6344465
1713,AB-12-025,-76.15851478,-0.6322098
1717,AB-12-026,-76.16111727,-0.62884
1718,AB-12-027,-76.15892993,-0.6279279
1719,AB-12-028,-76.15241527,-0.634898
1720,AB-12-029,-76.15207689,-0.6344345
1724,AB-12-030,-76.15796082,-0.631794
1725,AB-12-031,-76.15212349,-0.6374171
1726,AB-12-033,-76.15977265,-0.6300237
1727,AB-12-034,-76.1566053,-0.6352739
1730,AB-12-036,-76.15784397,-0.6267952
1733,AB-12-037,-76.15770307,-0.6253513
1736,AB-12-038,-76.15362419,-0.6227783
1738,AB-12-039,-76.15692079,-0.6338656
1744,AB-12-040,-76.15676288,-0.6335478
1747,AB-12-041,-76.14872798,-0.6357234
1750,AB-12-042,-76.14917088,-0.6380075
1751,AB-12-043,-76.15814799,-0.6362068
1752,AB-12-044,-76.15709488,-0.63702
1753,AB-12-045,-76.16013022,-0.6335435
1754,AB-12-046,-76.15870127,-0.6379299
1755,AB-12-047,-76.15821848,-0.6331042
1756,AB-12-048,-76.15743762,-0.6247357
1757,AB-12-049,-76.15494442,-0.6331051
1758,AB-12-050,-76.15907419,-0.6290022
1759,AB-12-051,-76.16095106,-0.6258256
1761,AB-12-052,-76.15505414,-0.6370075
1762,AB-12-053,-76.15482355,-0.6369005
1763,AB-12-054,-76.15791002,-0.638101
1764,AB-12-055,-76.15500963,-0.6362586
1765,AB-12-056,-76.15219566,-0.6336258
1768,AB-12-057,-76.15177925,-0.6372259
1771,AB-12-058,-76.14567362,-0.6317249
1774,AB-12-059,-76.14684289,-0.6325795
1777,AB-12-060,-76.15764474,-0.6371384
1778,AB-12-061,-76.16581013,-0.627537
1779,AB-12-062,-76.16602169,-0.626394
1780,AB-12-063,-76.15711559,-0.6330339
1781,AB-12-064,-76.14817503,-0.6404101
1782,AB-12-065,-76.14426697,-0.6362177
1783,AB-12-066,-76.14468313,-0.6340269
1784,AB-12-067,-76.14562903,-0.6342926
1785,AB-12-068,-76.14603052,-0.6271964
1786,AB-12-069,-76.13932122,-0.6250374
1790,AB-12-070,-76.14360706,-0.6272304
1791,AB-12-071,-76.13886022,-0.6318956
1795,AB-12-072,-76.14827486,-0.6368325
1796,AB-12-073,-76.15765261,-0.6271538
1797,AB-12-074,-76.15903974,-0.625717
1798,AB-12-075,-76.1573486,-0.6362668
1801,AB-12-076,-76.14543465,-0.6336735
1804,AB-12-077,-76.14622833,-0.6350696
1807,AB-12-078,-76.14734036,-0.6373277
1810,AB-12-079,-76.15751012,-0.6382452
1814,AB-12-080,-76.14050969,-0.6242803
1817,AB-12-081,-76.14069871,-0.6230036
1820,AB-12-082,-76.14043887,-0.6305892
1823,AB-12-083,-76.14273014,-0.6259744
1826,AB-12-084,-76.13869661,-0.631766
1830,AB-12-085,-76.15092463,-0.6350024
1833,AB-12-086,-76.15673664,-0.636341
1836,AB-12-087,-76.15623557,-0.6379678
1839,AB-12-088,-76.15634479,-0.6380445
1842,AB-12-089,-76.15800239,-0.6380767
1845,AB-12-090,-76.15613247,-0.6381234
1846,AB-12-091,-76.15630849,-0.6381399
1847,AB-12-092,-76.15626751,-0.631023
1848,AB-12-093,-76.15739831,-0.6308416
1849,AB-12-094,-76.16132087,-0.6321963
1850,AB-12-095,-76.15477997,-0.6385408
1851,AB-12-096,-76.15244678,-0.6350284
1852,AB-12-097,-76.15117684,-0.6379728
1853,AB-12-098,-76.16748123,-0.6343609
1854,AB-12-099,-76.16772062,-0.6355971
1855,AB-12-100,-76.16945157,-0.6367729
1858,AB-12-101,-76.15146451,-0.6379214
1861,AB-12-102,-76.15145755,-0.6355041
1864,AB-12-103,-76.15909975,-0.6372163
1867,AB-12-104,-76.15137449,-0.6378957
1870,AB-12-105,-76.158223,-0.6321705
1873,AB-12-106,-76.15104047,-0.6384154
1876,AB-12-107,-76.15121079,-0.6384692
1879,AB-12-108,-76.13404373,-0.6271964
1882,AB-12-109,-76.13613786,-0.6255274
1885,AB-12-110,-76.13412838,-0.6275302
1886,AB-12-111,-76.15152176,-0.6354338
1887,AB-12-112,-76.15148823,-0.6360414
1888,AB-12-113,-76.15166266,-0.6381011
1889,AB-12-114,-76.14661491,-0.6378118
1890,AB-12-115,-76.14586908,-0.6396022
1891,AB-12-116,-76.14780866,-0.6408224
1892,AB-12-117,-76.14796724,-0.640903
1893,AB-12-118,-76.15113753,-0.6380479
1894,AB-12-119,-76.15151673,-0.6379365
1895,AB-12-120,-76.13826678,-0.6233835
1900,AB-12-121,-76.14615197,-0.6336802
1901,AB-12-122,-76.16535039,-0.6376675
1902,AB-12-123,-76.15285565,-0.6369282
1903,AB-12-124,-76.14501731,-0.6335177
1904,AB-12-125,-76.13511443,-0.6212269
1908,AB-12-126,-76.13473414,-0.6209915
1912,AB-12-127,-76.15538774,-0.6343116
1913,AB-12-128,-76.1567384,-0.6352147
1914,AB-12-129,-76.15485583,-0.6385673
1915,AB-12-130,-76.15416105,-0.6386717
1916,AB-12-131,-76.15531591,-0.6378701
1917,AB-12-132,-76.15842325,-0.6316299
1918,AB-12-133,-76.15860312,-0.6326868
1919,AB-12-134,-76.16095291,-0.632123
1920,AB-12-135,-76.16111937,-0.6303099
1921,AB-12-136,-76.16064269,-0.6297222
1922,AB-12-137,-76.15856968,-0.6335763
1923,AB-12-138,-76.14689251,-0.6356185
1924,AB-12-139,-76.15942002,-0.6328006
1925,AB-12-140,-76.14044792,-0.6240671
1932,AB-12-141,-76.14043401,-0.6253399
1935,AB-12-142,-76.1420155,-0.6303646
1936,AB-12-143,-76.14241767,-0.6316916
1941,AB-12-144,-76.13362539,-0.6217683
1945,AB-12-145,-76.14713282,-0.6379911
1946,AB-12-146,-76.16106849,-0.6297888
1947,AB-12-147,-76.15773744,-0.6304182
1948,AB-12-148,-76.15569058,-0.6312897
1949,AB-12-149,-76.15313753,-0.6338291
1950,AB-12-150,-76.15956184,-0.6301269
1951,AB-12-151,-76.15629215,-0.6311934
1952,AB-12-152,-76.14960582,-0.6325723
1956,AB-12-153,-76.14253954,-0.6275646
1957,AB-12-154,-76.15927133,-0.6302087
1958,AB-12-155,-76.15472054,-0.6330998
1959,AB-12-156,-76.16176687,-0.6298066
1962,AB-12-157,-76.15668953,-0.6306872
1965,AB-12-158,-76.15614077,-0.6297198
1969,AB-12-159,-76.13706272,-0.6216482
1970,AB-12-160,-76.13497227,-0.6213226
1976,AB-12-161,-76.1600723,-0.6287908
1979,AB-12-162,-76.15625443,-0.6318342
1983,AB-12-163,-76.13957989,-0.6241096
1988,AB-12-164,-76.13951141,-0.6242593
1992,AB-12-165,-76.14019345,-0.6261453
1993,AB-12-166,-76.14285193,-0.6275276
2000,AB-12-167,-76.14253895,-0.6319255
2003,AB-12-168,-76.14203101,-0.6271051
2006,AB-12-169,-76.14253418,-0.6272807
2009,AB-12-170,-76.14898464,-0.6387339
2012,AB-12-171,-76.1547472,-0.6343529
2015,AB-12-172,-76.15765974,-0.6331097
2016,AB-12-173,-76.15687234,-0.6331447
2020,AB-12-174,-76.16029576,-0.630106
2024,AB-12-175,-76.16148734,-0.6288925
2025,AB-12-176,-76.16073892,-0.6297502
2029,AB-12-177,-76.16175338,-0.6301404
2030,AB-12-178,-76.16021287,-0.6287897
2031,AB-12-179,-76.16063967,-0.6264299
2032,AB-12-180,-76.15952178,-0.6341047
2033,AB-12-181,-76.15906413,-0.6300074
2034,AB-12-182,-76.15652818,-0.6327911
2037,AB-12-183,-76.16389646,-0.6327456
2040,AB-12-184,-76.16347997,-0.632943
2043,AB-12-185,-76.16337511,-0.6322619
2046,AB-12-186,-76.16339782,-0.6280956
2047,AB-12-187,-76.13982121,-0.6290224
2053,AB-12-188,-76.13856669,-0.6290641
2056,AB-12-189,-76.13899643,-0.6271372
2059,AB-12-190,-76.16098836,-0.6323869
2062,AB-12-191,-76.15917728,-0.6292009
2065,AB-12-192,-76.15959856,-0.6306303
2068,AB-12-193,-76.15478558,-0.6350427
2069,AB-12-194,-76.16051319,-0.631222
2070,AB-12-195,-76.15905382,-0.6301283
2071,AB-12-196,-76.15847941,-0.6291384
2072,AB-12-197,-76.15821186,-0.6280743
2073,AB-12-198,-76.16217775,-0.6287809
2074,AB-12-199,-76.15871318,-0.6275941
2075,AB-12-200,-76.13914772,-0.6289641
2076,AB-12-201,-76.14038053,-0.6273156
2077,AB-12-202,-76.15381815,-0.6327308
2078,AB-12-203,-76.14494096,-0.6344873
2079,AB-12-204,-76.14053325,-0.6355986
2080,AB-12-205,-76.1437441,-0.6355286
2083,AB-12-206,-76.15877177,-0.6326811
2086,AB-12-207,-76.15767022,-0.6327684
2087,AB-12-208,-76.13879895,-0.6234633
2088,AB-12-209,-76.13940488,-0.6240928
2089,AB-12-210,-76.14038531,-0.6245739
2096,AB-12-211,-76.14306249,-0.626164
2098,AB-12-212,-76.14014533,-0.626403
2099,AB-12-213,-76.13907949,-0.6315707
2100,AB-12-214,-76.15080242,-0.6327823
2101,AB-12-215,-76.14388408,-0.6346828
2105,AB-12-216,-76.14684968,-0.6368616
2106,AB-12-217,-76.14503165,-0.6373901
2107,AB-12-218,-76.14486258,-0.6370645
2108,AB-12-219,-76.14416018,-0.6353889
2109,AB-12-220,-76.14450334,-0.6313882
2110,AB-12-221,-76.15632735,-0.6312454
2111,AB-12-222,-76.14568988,-0.6313671
2115,AB-12-223,-76.14909813,-0.6278676
2116,AB-12-224,-76.1431018,-0.6323491
2117,AB-12-225,-76.14251104,-0.6331857
2118,AB-12-226,-76.1550212,-0.634046
2121,AB-12-227,-76.1464787,-0.6324832
2124,AB-12-228,-76.14629723,-0.6322642
2127,AB-12-229,-76.14752216,-0.6332409
2130,AB-12-230,-76.1456794,-0.631232
2133,AB-12-231,-76.14584302,-0.6291283
2134,AB-12-232,-76.1487129,-0.6278562
2141,AB-12-233,-76.14756474,-0.6277144
2144,AB-12-234,-76.14292963,-0.6324663
2147,AB-12-235,-76.15599669,-0.6293477
2150,AB-12-236,-76.16299155,-0.6324657
2153,AB-12-237,-76.1563121,-0.6329949
2156,AB-12-238,-76.16306271,-0.6311079
2159,AB-12-239,-76.14839572,-0.636032
2162,AB-12-240,-76.14782081,-0.6345932
2165,AB-12-241,-76.14257089,-0.6275046
2170,AB-12-242,-76.13736866,-0.6236545
2174,AB-12-243,-76.13854707,-0.625868
2179,AB-12-244,-76.14199053,-0.6245308
2183,AB-12-245,-76.15582695,-0.6296825
2184,AB-12-246,-76.13938099,-0.6230849
2185,AB-12-247,-76.13955215,-0.6275614
2186,AB-12-248,-76.14231658,-0.6275265
2189,AB-12-249,-76.13891638,-0.6232641
2192,AB-12-250,-76.15237738,-0.6342143
2195,AB-12-251,-76.14485948,-0.6279846
2196,AB-12-252,-76.13723472,-0.6314933
2197,AB-12-253,-76.13589722,-0.6325977
2198,AB-12-254,-76.13515416,-0.6327522
2199,AB-12-255,-76.15541582,-0.636601
2200,AB-12-256,-76.15586509,-0.6369443
2203,AB-12-257,-76.15888216,-0.6325121
2204,AB-12-258,-76.14224651,-0.6230498
2211,AB-12-259,-76.16038369,-0.6345473
2214,AB-12-260,-76.14808233,-0.6336279
2217,AB-12-261,-76.16421849,-0.6300867
2220,AB-12-262,-76.15076948,-0.6359682
2223,AB-12-263,-76.14611216,-0.6353266
2226,AB-12-264,-76.15147775,-0.6380867
2229,AB-12-265,-76.13923145,-0.6282955
2232,AB-12-266,-76.16645613,-0.6340963
2235,AB-12-267,-76.16500782,-0.6309444
2238,AB-12-268,-76.1662926,-0.6311369
2241,AB-12-269,-76.16717454,-0.6292156
2244,AB-12-270,-76.16656266,-0.6289825
2247,AB-12-271,-76.16663039,-0.6288959
2250,AB-12-272,-76.16596998,-0.6285398
2251,AB-12-273,-76.13647674,-0.622911
2257,AB-12-274,-76.14244885,-0.6313115
2258,AB-12-275,-76.16657859,-0.6286027
2259,AB-12-276,-76.15298842,-0.6331968
2260,AB-12-277,-76.15649424,-0.6267029
2261,AB-12-278,-76.15544013,-0.6263937
2262,AB-12-279,-76.15492657,-0.626074
2263,AB-12-280,-76.15543535,-0.6262666
2264,AB-12-281,-76.14899704,-0.6376381
2265,AB-12-282,-76.14741093,-0.6375055
2266,AB-12-283,-76.15841771,-0.6331616
2267,AB-12-284,-76.15877973,-0.632429
2268,AB-12-285,-76.15855996,-0.6321777
2269,AB-12-286,-76.15664871,-0.6268349
2270,AB-12-287,-76.15589032,-0.6303907
2271,AB-12-288,-76.15322747,-0.6329039
2275,AB-12-289,-76.14801024,-0.6335545
2276,AB-12-290,-76.15658049,-0.6329045
2277,AB-12-291,-76.14711396,-0.6338301
2278,AB-12-292,-76.16559271,-0.6308417
2279,AB-12-293,-76.16480263,-0.6324738
2280,AB-12-294,-76.16368826,-0.6324959
2281,AB-12-295,-76.16371541,-0.6315684
2282,AB-12-296,-76.16416921,-0.6303202
2283,AB-12-297,-76.16057253,-0.6318746
2284,AB-12-298,-76.15075674,-0.6279437
2288,AB-12-299,-76.1388919,-0.6261827
2289,AB-12-300,-76.15088104,-0.634862
2299,AB-12-301,-76.15817791,-0.6318506
2300,AB-12-302,-76.14911422,-0.6302879
2301,AB-12-303,-76.16611431,-0.6301258
2302,AB-12-304,-76.15772336,-0.6327386
2303,AB-12-305,-76.14347488,-0.6243683
2307,AB-12-306,-76.15182367,-0.6374673
2308,AB-12-307,-76.13623132,-0.6272403
2312,AB-12-308,-76.13344048,-0.6229826
2314,AB-12-309,-76.15272087,-0.6331843
2318,AB-12-310,-76.16074705,-0.6256257
2319,AB-12-311,-76.16073431,-0.6302414
2320,AB-12-312,-76.16184155,-0.6278735
2324,AB-12-313,-76.14302351,-0.6242603
2325,AB-12-314,-76.15814731,-0.6331255
2326,AB-12-315,-76.15935674,-0.6306561
2327,AB-12-316,-76.15767927,-0.6271304
2328,AB-12-317,-76.15631218,-0.6307812
2329,AB-12-318,-76.16272652,-0.627087
2330,AB-12-319,-76.14187142,-0.631343
2331,AB-12-320,-76.15911031,-0.6290059
2332,AB-12-321,-76.15555244,-0.6278542
2333,AB-12-322,-76.15717158,-0.6309678
2334,AB-12-323,-76.14055973,-0.6304324
2341,AB-12-324,-76.14149155,-0.6288618
2342,AB-12-325,-76.14565317,-0.6278408
2343,AB-12-326,-76.14518638,-0.6270113
2349,AB-12-327,-76.14321353,-0.6304444
2350,AB-12-328,-76.14461808,-0.6255374
2351,AB-12-329,-76.1441953,-0.6325305
2354,AB-12-330,-76.14217333,-0.630176
2357,AB-12-331,-76.15291852,-0.633341
2360,AB-12-332MATE,-76.1463875,-0.6400139
2363,AB-12-333,-76.14520105,-0.6268861
2366,AB-12-334,-76.1443756,-0.6266464
2369,AB-12-335,-76.14475823,-0.6265081
2372,AB-12-336,-76.14788334,-0.6414494
2375,AB-12-337,-76.14823027,-0.6353654
2378,AB-12-338,-76.15425183,-0.6328823
2381,AB-12-339,-76.14882538,-0.6355347
2384,AB-12-340,-76.14744052,-0.6361674
2387,AB-12-341,-76.15673999,-0.6285795
2390,AB-12-342,-76.13625102,-0.6270486
2393,AB-12-343,-76.13485057,-0.6235292
2396,AB-12-344,-76.14424107,-0.6260535
2397,AB-12-345,-76.13975155,-0.6276088
2403,AB-12-346,-76.15586459,-0.6323321
2406,AB-12-347,-76.15848234,-0.6292168
2409,AB-12-348,-76.15797247,-0.628291
2412,AB-12-349,-76.15608243,-0.6367931
2415,AB-12-350,-76.15612568,-0.6368427
2420,AB-12-351,-76.15636641,-0.6356137
2423,AB-12-352,-76.16289851,-0.6276402
2426,AB-12-353,-76.15614094,-0.6251769
2429,AB-12-354,-76.15672943,-0.6251525
2432,AB-12-355,-76.1574279,-0.6249323
2435,AB-12-356,-76.15668559,-0.6281333
2438,AB-12-357,-76.16453667,-0.6317487
2441,AB-12-358,-76.16393401,-0.6306821
2442,AB-12-359,-76.14152919,-0.6284257
2448,AB-12-360,-76.15731801,-0.6308922
2451,AB-12-361,-76.15832627,-0.6291571
2454,AB-12-362,-76.15805821,-0.6313788
2457,AB-12-363,-76.1580588,-0.6318212
2460,AB-12-364,-76.15552328,-0.6377453
2463,AB-12-365,-76.16114728,-0.6262128
2466,AB-12-366,-76.1606178,-0.6278874
2469,AB-12-367,-76.16158582,-0.6285284
2470,AB-12-368,-76.16118181,-0.63015
2475,AB-12-369,-76.14365324,-0.6361649
2478,AB-12-370,-76.14134504,-0.6286777
2481,AB-12-371,-76.15459573,-0.6330102
2484,AB-12-372,-76.14032588,-0.6322862
2487,AB-12-373,-76.14465287,-0.6406617
2490,AB-12-374,-76.14795291,-0.6410061
2493,AB-12-375,-76.14907893,-0.6407878
2496,AB-12-376,-76.14920768,-0.638201
2499,AB-12-377,-76.14883024,-0.6389092
2502,AB-12-378,-76.14877886,-0.6414632
2505,AB-12-379,-76.14759056,-0.6423084
2508,AB-12-380,-76.14871709,-0.6380244
2511,AB-12-381,-76.1549145,-0.6347678
2514,AB-12-382,-76.14702621,-0.6399796
2517,AB-12-383,-76.14662949,-0.634717
2520,AB-12-384,-76.14670937,-0.6343749
2523,AB-12-385,-76.14730448,-0.6359268
2526,AB-12-386,-76.14890174,-0.6353856
2529,AB-12-387,-76.13915828,-0.6230417
2532,AB-12-388,-76.13974468,-0.6269623
2535,AB-12-389,-76.14845842,-0.6351536
2538,AB-12-390,-76.15006875,-0.6325425
2541,AB-12-391,-76.14849111,-0.63542
2544,AB-12-392,-76.15869105,-0.6323248
2547,AB-12-393,-76.15938817,-0.6310139
2550,AB-12-394,-76.16575976,-0.6280201
2553,AB-12-395,-76.13983227,-0.6352142
2556,AB-12-396,-76.15855493,-0.631241
2559,AB-12-397,-76.16005428,-0.6274597
2562,AB-12-398,-76.15832233,-0.6292578
2565,AB-12-399,-76.1587255,-0.6293398
